,song_id,fullname,starttime,endtime,chord_id,duration,tone,majmin
0,906,N,0.0,0.628039,0,0.628039,N,
1,906,E,0.628039,1.0645799999999999,1,0.43654099999999985,E,maj
2,906,A/3,1.0645799999999999,1.5754190000000001,2,0.5108390000000003,A,
3,906,A:maj(*5),1.5754190000000001,2.1210880000000003,3,0.5456690000000002,A,
4,906,N,2.1210880000000003,2.597097,4,0.4760089999999999,N,
5,906,E,2.597097,3.107936,5,0.5108389999999998,E,maj
6,906,A/3,3.107936,3.6419949999999996,6,0.5340589999999996,A,
7,906,A:maj(*5),3.6419949999999996,4.106394,7,0.46439900000000023,A,
8,906,N,4.106394,4.5940129999999995,8,0.4876189999999996,N,
9,906,E,4.5940129999999995,5.139682,9,0.5456690000000002,E,maj
10,906,A/3,5.139682,5.638911,10,0.4992290000000006,A,
11,906,A:maj(*5),5.638911,6.10331,11,0.46439899999999934,A,
12,906,N,6.10331,6.602539,12,0.4992290000000006,N,
13,906,E,6.602539,7.124988,13,0.5224489999999999,E,maj
14,906,A/3,7.124988,7.635827000000001,14,0.5108390000000007,A,
15,906,A:maj(*5),7.635827000000001,8.088616,15,0.4527889999999992,A,
16,906,N,8.088616,8.413696,16,0.3250799999999998,N,
17,906,E,8.413696,9.156734,17,0.7430380000000003,E,maj
18,906,A,9.156734,10.329342,18,1.1726080000000003,A,maj
19,906,E,10.329342,11.072593,19,0.743250999999999,E,maj
20,906,A,11.072593,12.303038,20,1.2304450000000013,A,maj
21,906,E,12.303038,13.057687,21,0.7546489999999988,E,maj
22,906,A,13.057687,14.334783999999999,22,1.2770969999999995,A,maj
23,906,E,14.334783999999999,15.101042999999999,23,0.7662589999999998,E,maj
24,906,A,15.101042999999999,16.3317,24,1.2306570000000026,A,maj
25,906,E,16.3317,17.134529999999998,25,0.8028299999999966,E,maj
26,906,A,17.134529999999998,18.293785999999997,26,1.1592559999999992,A,maj
27,906,E,18.293785999999997,19.127869,27,0.8340830000000032,E,maj
28,906,A,19.127869,20.302312,28,1.1744430000000001,A,maj
29,906,A,20.302312,24.425238,29,4.122926,A,maj
30,906,D,24.425238,28.575753999999996,30,4.150515999999996,D,maj
31,906,B,28.575753999999996,32.724988,31,4.149234000000007,B,maj
32,906,E,32.724988,33.479637,32,0.7546489999999935,E,maj
33,906,D,33.479637,34.292334999999994,33,0.8126979999999975,D,maj
34,906,G,34.292334999999994,35.710295,34,1.4179600000000079,G,maj
35,906,N,35.710295,36.370521000000004,35,0.6602260000000015,N,
36,906,E,36.370521000000004,37.171609000000004,36,0.801088,E,maj
37,906,G,37.171609000000004,37.891428000000005,37,0.7198190000000011,G,maj
38,906,D,37.891428000000005,40.074104,38,2.1826759999999936,D,maj
39,906,E,40.074104,41.336219,39,1.2621150000000014,E,maj
40,906,A,41.336219,42.08263,40,0.7464110000000019,A,maj
41,906,E,42.08263,43.313287,41,1.2306570000000008,E,maj
42,906,A,43.313287,44.102765999999995,42,0.7894789999999929,A,maj
43,906,E,44.102765999999995,45.379863,43,1.2770970000000048,E,maj
44,906,A,45.379863,46.134512,44,0.7546490000000006,A,maj
45,906,E,46.134512,47.4,45,1.2654879999999977,E,maj
46,906,A,47.4,48.154648,46,0.7546480000000031,A,maj
47,906,E,48.154648,48.909296999999995,47,0.7546489999999935,E,maj
48,906,A,48.909296999999995,50.151564,48,1.2422670000000053,A,maj
49,906,E,50.151564,50.964263,49,0.8126990000000021,E,maj
50,906,A,50.964263,52.1717,50,1.2074369999999988,A,maj
51,906,E,52.1717,53.077278,51,0.9055779999999984,E,maj
52,906,A,53.077278,54.168616,52,1.0913380000000004,A,maj
53,906,E,54.168616,54.911655,53,0.7430390000000031,E,maj
54,906,A,54.911655,56.16553199999999,54,1.2538769999999886,A,maj
55,906,E,56.16553199999999,56.966620999999996,55,0.8010890000000046,E,maj
56,906,A,56.966620999999996,58.220498,56,1.2538770000000028,A,maj
57,906,E,58.220498,58.998367,57,0.7778690000000026,E,maj
58,906,A,58.998367,60.217414,58,1.2190469999999962,A,maj
59,906,A,60.217414,64.32734599999999,59,4.1099319999999935,A,maj
60,906,D,64.32734599999999,68.469854,60,4.1425080000000065,D,maj
61,906,B,68.469854,72.61686999999999,61,4.147015999999994,B,maj
62,906,E,72.61686999999999,73.394739,62,0.7778690000000097,E,maj
63,906,D,73.394739,74.172607,63,0.777867999999998,D,maj
64,906,G:maj6,74.172607,75.809666,64,1.6370590000000078,G,
65,906,N,75.809666,76.250793,65,0.4411269999999945,N,
66,906,E,76.250793,76.993832,66,0.743038999999996,E,maj
67,906,G,76.993832,77.73687,67,0.7430379999999985,G,maj
68,906,D:maj6,77.73687,79.46863,68,1.7317600000000084,D,
69,906,N,79.46863,79.884716,69,0.41608599999999285,N,
70,906,E,79.884716,81.115374,70,1.2306580000000054,E,maj
71,906,A,81.115374,81.93968199999999,71,0.8243079999999878,A,maj
72,906,E,81.93968199999999,83.18195,72,1.24226800000001,E,maj
73,906,A,83.18195,83.948208,73,0.7662579999999934,A,maj
74,906,E,83.948208,85.16725600000001,74,1.219048000000015,E,maj
75,906,A,85.16725600000001,85.956734,75,0.7894779999999884,A,maj
76,906,E,85.956734,87.152562,76,1.1958280000000059,E,maj
77,906,A,87.152562,87.94204,77,0.7894780000000026,A,maj
78,906,E,87.94204,88.685079,78,0.743038999999996,E,maj
